title,Number_of_tags,class_val
This Cute Baby Kangaroo Is So Excited For His Treat And We Can't Handle It,5,1
Here's Where You Should Be Shopping If You Love Victoria's Secret,10,1
What Are The Most Beautiful Bible Verses,5,1
"President Obama, Please Do The Right Thing And Make Nicolas Cage The Next Supreme Court Justice",10,1
22 Super Annoying Things Every Woman Has To Deal With,5,1
This Food Test Will Tell You If You're A True Los Angeles Foodie,4,1
These Adoption Agencies Need Volunteers To Snuggle And Take Care Of Babies,7,1
14 Small Lies All Best Friends Tell Each Other,10,1
"Young Thug Reading The Lyrics To His Song ""Best Friend"" Is Everything",5,1
27 Things You Need To Up Your Shower Game,6,1
Pug Puns That Will Brighten Your Day,9,1
Adele Pranked Some Employees At Jamba Juice And It's Everything,6,1
"That Rainbow Bagel Store Has Shut Down ""Indefinitely""",2,1
This Former Binge-Eater Is Taking A Stand Against Fat-Shamers With Her Yoga,3,1
17 Unusual And Beautiful Russian Baby Names,4,1
18 Things That All Nerdy Couples Will Just Get,7,1
"Sex, Misery, And Cliffhangers: How I Write Fanfic",10,1
"Jennifer Lopez Was Perfect On Jimmy Fallon's ""Ew!""",5,1
"Katie Holmes Wouldn't Reveal Who The Best Kisser On ""Dawson's Creek"" Was",5,1
27 Products For People Who Are Completely Obsessed With Books,10,1
26 Products For People Who Are Completely Obsessed With Snakes,10,1
22 Podcasts That You Should Be Subscribing To In 2016,10,1
"Emma Watson Is A Badass On A Mission To Rescue Her Boyfriend In ""Colonia""",3,1
20 Super Sexy Maternity Options For The Knocked Up,6,1
"Is This A Line From ""The Bachelor"" Or The Kardashians",9,1
25 Adorable Animals To Brighten Your Day,0,1
This Is The Best Place To Get Dope Men's Clothes For Cheap,4,1
"We Need To Talk About ""Harry Potter And The Prisoner Of Azkaban""",5,1
23 Annoying Things That Will Happen For The Rest Of Your Life,4,1
"13 Things That Will Definitely Maybe Happen In ""Game Of Thrones"" Season 6",6,1
A Man Spent More Than 20 Years Creating A Garden Of Flowers For His Blind Wife To Smell - BuzzFeed News,4,1
What's Going On Around The World Today - BuzzFeed News,0,1
27 Gorgeous Wedding Cakes That Are Almost Too Pretty To Eat,8,1
What Are The Best Baby Products On Amazon,7,1
23 Pictures That Will Make All Responsible Adults Extremely Angry,5,1
This Phone Is For Everyone Who Always Runs Out Of Space,4,1
I Joined Tinder And All I Got Were These Stupid Best Friends,10,1
This Guy Who Cosplays As Deadpool Every Year Is Almost As Funny As Ryan Reynolds,5,1
24 Mind-Blowing Casseroles That'll Change The Way You Eat Dinner,5,1
This Mac And Cheeseburger Is The Only Friend You Need,10,1
"Here's A Gluten-Free, Vegan Dinner To Make Tonight",10,1
A Man Of Mystery Parachuted Into Glasgow At Midnight Then Disappeared - BuzzFeed News,4,1
The Man Who Made The Stovetop Coffee Pot Famous Just Had His Ashes Buried In One - BuzzFeed News,3,1
J.K. Rowling And Chamillionaire Just Had The Best Twitter Exchange In History,5,1
"Now Kanye West Has Called Taylor Swift ""Fake"" In Leaked Audio",1,1
Taylor Swift's Birthday Message To Ed Sheeran Is Probably The Cutest Thing Ever,8,1
Parents Are Sharing The Weird Ways Their Toddlers Fall Asleep With This Hilarious Hashtag - BuzzFeed News,8,1
This Town Is Being Overwhelmed By Tumbleweed Called Hairy Panic - BuzzFeed News,4,1
People Are Arguing Over Whether This Is A Video Of A Dog Or A Seal,4,1
These Giant Portraits Show The Kids Behind The Same-Sex Parenting Debate - BuzzFeed News,10,1
People Are Losing It Over Hershey's Kisses Carrot Cake Candies - BuzzFeed News,3,1
The Cutest Dogs Of The 2016 Westminster Dog Show,3,1
18 People Who Probably Regret Becoming Stock Photo Models,1,1
What Does Your Teenage Hairstyle Say About You,6,1
21 Unrealistic Standards Of Beauty Set By Art History,5,1
What Percent Blair Waldorf Are You Based On Your Zodiac Sign,5,1
"Are You More Dipper Or Mabel From ""Gravity Falls""",4,1
"Do You Remember The Lyrics To ""You Belong With Me"" By Taylor Swift",5,1
"How Well Do You Remember ""Firefly""",5,1
"Which Character From ""You, Me, And The Apocalypse"" Are You",5,1
"Do You Belong With Chuck Bass Or Nate Archibald From ""Gossip Girl""",4,1
Which Recent Kanye West Tweet Are You Based On Your Birth Month,7,1
"Can You Guess The ""Harry Potter"" Character By An Anagram Of Their Name",4,1
Here's Definitive Proof That Rugby Is Actually Just Gay Porn,7,1
Which Party Mix Food Are You,9,1
48 Genuinely Insane Facts About The Kardashians,1,1
"21 Things You May Not Have Known About ""10 Things I Hate About You""",6,1
Who Said It: Shia LaBeouf Or Kanye West,4,1
"Gus Kenworthy's Instagram Photos Are So Good, He Might Have Second Career As A Photographer",9,1
This Kid Was Caught By A Crowd After Dangerously Dangling From A Ski Lift,9,1
Little Dolphins Were Pulled From The Water For Beach Mob To Pet - BuzzFeed News,10,1
12 Ways You Can Instagram Like Lauren Conrad,4,1
This Brainteaser Is Getting Shared All Over Facebook And Driving People Crazy,6,1
Here's Everything You Need To Know About This Year's Best Picture Nominees,10,1
"""SNL"" Cut A Skit From Last Week's Show And It's A Gem",4,1
21 Little Joys Tall People Will Never Get To Experience,5,1
"These 4 Questions Will Determine If You Could Win ""Survivor""",10,1
Here Are The Best Places To Get Your Underwear,5,1
19 Times Tumblr Had Hilariously Perfect Timing,2,1
"22 People Who Are Keeping ""Yolo"" Alive",5,1
17 Too Real Things For Perpetually Late People,4,1
We Know Your Favorite Ed Sheeran Song Based On The Taylor Swift You Choose,4,1
How Well Do You Know Urban Dictionary Words Compared To Celebrities,8,1
A Woman Says She Got A Potentially Deadly Foot Infection From A Pedicure - BuzzFeed News,5,1
18 Tragic Photos That Will Make All Makeup Addicts Weep,10,1
23 Tweets From 2006 That Will Make You Feel Ancient,3,1
How Well Do You Remember The NES Mario Games,6,1
Being A Single Woman In New York In The Movies Vs In Real Life,0,1
Allison Williams Looks Super Different With Bangs,3,1
26 Things That Will Only Make Sense To Ungirly Girls,5,1
Reminder: Before Donald Trump Ran For President He Would Randomly Tweet About Celebrities,5,1
17 Things You Only Know If You're The Better-Looking Sibling,7,1
Here's Kendall And Kylie Jenner's New Mobile Game - BuzzFeed News,5,1
I Carried Around A Sack Of Flour For A Week To See If I Would Be A Good Parent,10,1
Are You More Hogwarts Or Xavier's,7,1
31 Tumblr Posts That Will Straight Up Fuck You Up,1,1
What's The Most Terrifying Unsolved Crime You've Ever Heard Of,8,1
A Canadian Guy Says His Island Will Accept Americans If Trump Wins - BuzzFeed News,5,1
A Man Had His Body Photoshopped In 18 Countries To Examine Global Beauty Standards,1,1
"Ryan Reynolds Got Dunked On ""Ellen"" To Raise Money For Make-A-Wish Foundation",5,1
17 Faces Paleta Payaso Made That You Could Relate To,10,1
13 Ways To Secretly Nap At The Office,10,1
Can You Guess What Happens Next,0,1
21 Things You'll Understand If You've Ever Been To The Cheesecake Factory,10,1
Lady Gaga Is Sticking With Her Orange David Bowie Hair For Now,4,1
"FYI, Drake Made One Really Hot Basketball Coach",5,1
34 Photos That Prove We're All Actually Living In A Video Game,3,1
We Need To Talk About Gigi Hadid For Like 10 Seconds,6,1
What Are Your Best Tips For Keeping The Weight Off,3,1
Do You Remember How To Label A Cell,5,1
"17 Tumblr Posts About ""Harry Potter"" That Will Make You Weep",1,1
"It Looks Like We're Getting Some Amazing New Characters In ""Guardians Of The Galaxy 2""",8,1
Calvin Harris Congratulated Taylor Swift With A Cute Instagram Post,5,1
21 Things That Prove Periods Are Actually Pretty Funny,5,1
Take This Food Test And Prove If You're A Real Californian,3,1
This Quiz Will Determine How You Drive,4,1
"Ryan Reynolds Really Didn't Mind Being Nude On The ""Deadpool"" Set",6,1
The Currys Had An Adorable Family Play Date At The Playground,5,1
"Magazine Publishes Cover Depicting ""Islamic Rape On Europe"" - BuzzFeed News",10,1
This Trainer Intentionally Gained 70 Pounds So He Could Help A Client Lose Weight,7,1
16 Things Hardcore Sneaker-Lovers Know To Be True,10,1
19 Tweets That Are Way Too Funny For Everyone Who Loves Sleep,8,1
21 Pictures That Will Make Every Dad Angry,1,1
21 Completely Engrossing Fan Fictions You Won't Be Able To Stop Reading,10,1
24 Drinks You Should Order If You're Not Drinking,3,1
What's Going On Around The World Today - BuzzFeed News,0,1
29 Snuggly Things To Keep You Comfy In The Great Outdoors,10,1
17 Productivity Hacks You Probably Shouldn't Try,10,1
This Is What Happens When You Ask Queer Women About Dental Dams,6,1
14 Next-Level Grilled Cheese Sandwiches That Are Better Than A Boyfriend,6,1
22 Pieces Of Beautifully Minimalist Geometric Jewellery,5,1
"Are You Lying When You Say You ""Love"" Kale",2,1
BuzzFeed Crossword: Can You Spot All The Substances,4,1
Victoria Beckham's Acting Skills Are Underrated And Here's The Proof,7,1
"Hey India, Don't Talk About My Mom Like That",10,1
These White Tiger Cubs Are The Most Beautiful Creatures You'll See Today,4,1
Sia Proved Her Voice Is Completely Incredible During Carpool Karaoke,5,1
This Teacher Was Moved To Tears When His Students Threw Him A Surprise Birthday Party - BuzzFeed News,4,1
A Man Who Looks Like Leonardo Dicaprio Has Become A Russian Reality TV Star - BuzzFeed News,3,1
Are You More Of A Broadway Stage Musical Or Movie Musical,6,1
"There Are 43 Giant, Crumbling Presidential Heads Sitting In A Virginia Field - BuzzFeed News",6,1
18 Pointlessly Gendered Products That'll Destroy Your Faith In Humanity,7,1
23 Places You Won't Believe Are In England,6,1
17 People You Won't Believe Are Somehow Older Than Ted Cruz,1,1
18 Rotties Who Are Actually Just Big Teddy Bears,4,1
15 Times Lemon And Blueberry Were Relationship Goals,6,1
Kanye West Just Spoke The Truth About College Textbooks,10,1
Astronaut Ice Cream Isn't A Thing And Your Childhood Is Ruined,7,1
"What Is Your ""Pretty Little Liars"" Season 1 IQ",7,1
18 Things That Happen When You're The Only Girl In Your Physics Class,8,1
Here's What Real Vegans Actually Eat,5,1
7 Useful Love Lessons From The Office,4,1
This Dating Site Matches You Based On Your B.O - BuzzFeed News,8,1
"The ""Friends"" Cast Gave A Special Shout-Out To Matthew Perry",8,1
8 Animals That Are Totally A Little Gay,5,1
How Lazy Are You And Your S.O,6,1
Can You Pass This IPA Quiz,9,1
Bow Wow Had No Clue How To Kill Time During The Grammys And It Was Hilarious,10,1
"This ""Toy Car"" Is Better Than My Real Car",9,1
St. Vincent Says She Designed A Guitar With Room For Boobs,5,1
Where In The South Should You Vacay Based On Your Zodiac Sign,5,1
How Well Do You See The Colors Of A Rainbow,0,1
No Sick Leave At Restaurants Means More Sick Customers - BuzzFeed News,0,1
I Went To The Grammys Last Night And This Is What I Learned,10,1
Britney Spears 9 Years Ago Vs. Today,3,1
Waka Flocka Flame Is Vegan Now And It's Delightful,4,1
26 Signs You're 26,9,1
21 Photos That Will Give You The Most Intense Kitchen Goals,0,1
16 Excellent Movies To Watch On Netflix That Were Directed By Women,4,1
53 Insanely Creative Matching Tattoo Ideas,8,1
21 Precious Moments Every Close Mother And Daughter Share,2,1
This Veterinarian Ate With A Neglected Dog In A Cage To Make Her Feel Comfortable,10,1
24 Hilarious Schmidt Quotes That Will Never Get Old,3,1
The 8 Most Insane Letter Reveals From Wheel Of Fortune,2,1
Can We Guess Where You're From Based On The Soda You Drink,6,1
This Is Why Men Can Never Find A Damn Thing,8,1
"There Are Two Plus-Size Models In This Year's ""Sports Illustrated"" Swimsuit Edition",3,1
"Joseph Fiennes Was ""Confused And Shocked"" That He Was Asked To Play Michael Jackson - BuzzFeed News",4,1
17 Signs You're Actually Deadpool,3,1
Kim Kardashian Just Revealed She Uses Tons Of Tape To Get Great Boobs,6,1
25 Things You Forgot You Used To Do,10,1
Malin Akerman Plays The World's Hardest Game Of  Would You Rather,8,1
Disney Villains Reimagined Without Makeup,3,1
This Photo Project Perfectly Shows The Human Cost Of War - BuzzFeed News,0,1
19 Times Drake Had The Last Laugh,5,1
Jeb Posted A Picture Of A Gun And The NRA Liked It Real Fast - BuzzFeed News,5,1
For Anyone Whose Face Is Permanently Frozen With One Expression,0,1
35 Things Twentysomethings Still Ask Their Dad,6,1
Single People Get Fake Boyfriends And Girlfriends For A Week And It's Weird AF,10,1
Woman Who Periscoped Herself Allegedly Drunk Driving Avoids Jail Time - BuzzFeed News,4,1
22 Things Anyone Who Used LimeWire Will Remember,9,1
How Well Do You Know Airport Codes,5,1
20 Pictures That Will Make Absolutely No Sense If You've Never Been To A Target,3,1
"Justin Bieber Tried To Cover Up His Selena Gomez Tattoo But ""People Still Know""",4,1
19 Teachers Who Definitely Deserve A Raise,5,1
The BuzzFeed Black History Reading List - BuzzFeed News,10,1
29 Amazing Literary Magazines You Need To Be Reading,8,1
21 Stores You'll Love If You Are Addicted To Urban Outfitters,5,1
19 Moments Anyone Who Has Shopped At Ikea Has Had,10,1
17 Things You Need To Know Before You Meet Your New Bae's Kids,7,1
"Here's Where ""Joy"" Went Very, Very Wrong",10,1
Matthew McConaughey Has Reached Peak Hot Dad Mode,4,1
Can We Guess Your Age With Ridiculous Questions,3,1
Some Parmesan Cheeses You're Eating May Be Full Of Wood Pulp - BuzzFeed News,4,1
Here's Why Bald Eagles Are Always Photographed From The Side,5,1
21 Things Every Self-Respecting Guy Over 30 Should Own,10,1
This Diamond Is The Size Of A Credit Card And Could Be Yours For $14 Million - BuzzFeed News,4,1
"27 Vintage Pictures Of Austin From Way Before It Was ""Cool""",7,1
24 Fails Just Waiting To Happen,3,1
"American Demands Diplomatic Immunity As ""King Of Scotland"" After DUI Arrest - BuzzFeed News",3,1
17 Amazing Products That Actually Worked For These People With Curly Hair,5,1
17 Reasons Shopping With Your Mom Is The Worst,10,1
17 People Who Figured Out How To Organize Their Shit Better Than You,8,1
What Was Your Most Regrettable Beauty Moment,4,1
24 Totally Wild Fast Food Items We Need Immediately,10,1
"25 Tweets About ""Friends"" That'll Make You Laugh Every Time",4,1
"Eagles Of Death Metal Singer Says, ""Until Nobody Has Guns, Everybody Has to Have Them"" - BuzzFeed News",8,1
North West Is Sick Of Her Mom Taking Pictures Of Her,7,1
21 Mexican Food Moments That Are Oddly Satisfying,9,1
What's Going On Around The World Today - BuzzFeed News,0,1
Women Are Standing Up For Natural Hair With The Hashtag #SupportThePuff - BuzzFeed News,3,1
People Are Not Convinced This Mother And Daughter Are Mistaken For Sisters - BuzzFeed News,1,1
Dave Grohl's Red Solo Cup Was The Best Part Of The Grammys,7,1
"The ""Hamilton"" Cast Slayed Its 2016 Grammy Performance",4,1
Zayn Malik's Hair Game Is Too Fucking Strong And Here's The Proof,8,1
How Harry Potter Fanfic Helped Me Discover My Sexuality,10,1
17 Places To Order Shoes That Have Free Shipping,10,1
Look At This Amazing Cat Who Goes On Adventures,4,1
It Sounds Like Taylor Swift Responded To Kanye West In Her Grammys Speech,6,1
This Woman Low-Key Tried To Take A Pic Of Taylor Swift At The Grammys,2,1
Demi Lovato Destroyed Her First Grammys Performance And We Are All Dead Now,4,1
People Are Really Pissed That Taylor Swift Won Album Of The Year,4,1
Lady Gaga's David Bowie Tribute Performance Got A Standing Ovation,3,1
17 Paleo Breakfasts That Are Actually Delicious,2,1
Taylor Swift Opened The Grammys And Fans Lost Their Damn Minds,5,1
Adele Said A Mic Dropped In The Piano And That's Why Her Grammy Performance Was Off,3,1
All The Big Winners From The 2016 Grammy Awards,4,1
Taylor Swift Missed A Note And Cried At The Grammys,1,1
This Is What 3D-Printed Body Parts Made Of Living Tissue Look Like - BuzzFeed News,5,1
How Much Of A Miserable Bastard Are You Actually,9,1
13 Things You Should Know About Sex Shops,3,1
19 Incredibly Easy Ways To Get Your Shit Together,2,1
Celebrities Read Mean Tweets About Themselves: Music Edition (Part Three),10,1
"This Beauty Queen Says Her Face Was ""Blown Up"" By A Police Grenade During A Drug Raid - BuzzFeed News",0,1
Look At These Beautiful And Haunting Photos Of African Wildlife,6,1
The Mayor Of Broken Hill Says He Has Received No Complaints About The Town's Water - BuzzFeed News,6,1
Which Fictional Friend Group Do You Belong In Based On Your Zodiac Sign,5,1
